68, 1, 1.7082, 0.1624, 0.0306, 0.8722, 1.8707, 0.9027, 2.7734
68, 1, 1.7242, 0.1620, 0.0271, 0.8588, 1.8863, 0.8859, 2.7722
68, 1, 1.7777, 0.1611, 0.0298, 0.8801, 1.9388, 0.9099, 2.8487
68, 1, 1.6836, 0.1680, 0.0317, 0.8618, 1.8517, 0.8934, 2.7451
68, 1, 1.6786, 0.1612, 0.0325, 0.9161, 1.8397, 0.9486, 2.7883
68, 1, 1.6884, 0.1693, 0.0305, 0.8849, 1.8577, 0.9154, 2.7732
68, 1, 1.7040, 0.1682, 0.0302, 0.9152, 1.8722, 0.9454, 2.8176
68, 1, 1.7107, 0.1611, 0.0299, 0.8915, 1.8717, 0.9214, 2.7931
68, 1, 1.6813, 0.1684, 0.0238, 0.8890, 1.8497, 0.9128, 2.7625
68, 1, 1.6847, 0.1605, 0.0325, 0.8501, 1.8452, 0.8826, 2.7279
