68, 1, 1.6891, 0.1610, 0.0237, 1.3383, 1.8501, 1.3620, 3.2121
68, 1, 1.6779, 0.1604, 0.0247, 1.3329, 1.8383, 1.3576, 3.1959
68, 1, 1.6957, 0.1626, 0.0208, 1.3497, 1.8583, 1.3705, 3.2288
68, 1, 1.6958, 0.1619, 0.0193, 1.2735, 1.8578, 1.2928, 3.1506
68, 1, 1.6702, 0.1633, 0.0237, 1.3353, 1.8335, 1.3590, 3.1925
68, 1, 1.6754, 0.1611, 0.0270, 1.4932, 1.8365, 1.5202, 3.3567
68, 1, 1.6843, 0.1607, 0.0284, 1.4259, 1.8450, 1.4543, 3.2993
68, 1, 1.6849, 0.1607, 0.0235, 1.3516, 1.8456, 1.3751, 3.2207
68, 1, 1.6809, 0.1710, 0.0276, 1.4598, 1.8520, 1.4874, 3.3394
68, 1, 1.7207, 0.1675, 0.0273, 1.4444, 1.8883, 1.4717, 3.3600
