68, 1, 0.9050, 0.0879, 0.0319, 0.5516, 0.9929, 0.5835, 1.5764
68, 1, 0.9045, 0.0892, 0.0310, 0.5515, 0.9936, 0.5825, 1.5762
68, 1, 0.9052, 0.0880, 0.0320, 0.5548, 0.9932, 0.5867, 1.5799
68, 1, 0.9046, 0.0879, 0.0309, 0.5522, 0.9925, 0.5832, 1.5756
68, 1, 0.9102, 0.0893, 0.0311, 0.5527, 0.9995, 0.5837, 1.5833
68, 1, 0.9054, 0.0880, 0.0314, 0.5527, 0.9934, 0.5841, 1.5775
68, 1, 0.9044, 0.0892, 0.0310, 0.5516, 0.9936, 0.5826, 1.5762
68, 1, 0.9038, 0.0892, 0.0311, 0.5554, 0.9930, 0.5865, 1.5796
68, 1, 0.9079, 0.0881, 0.0304, 0.5514, 0.9959, 0.5819, 1.5778
68, 1, 0.9046, 0.0878, 0.0311, 0.5538, 0.9924, 0.5849, 1.5773
68, 1, 0.9039, 0.0894, 0.0310, 0.8129, 0.9933, 0.8439, 1.8372
68, 1, 0.9065, 0.0892, 0.0310, 0.5584, 0.9957, 0.5894, 1.5851
68, 1, 0.9048, 0.0880, 0.0313, 0.8043, 0.9928, 0.8356, 1.8284
68, 1, 0.9043, 0.0892, 0.0320, 0.5576, 0.9935, 0.5896, 1.5831
68, 1, 0.9146, 0.0880, 0.0304, 0.8487, 1.0026, 0.8791, 1.8817
68, 1, 0.9032, 0.0892, 0.0310, 0.5618, 0.9924, 0.5927, 1.5851
68, 1, 0.9055, 0.0880, 0.0320, 0.6145, 0.9934, 0.6465, 1.6399
68, 1, 0.9058, 0.0880, 0.0320, 0.5703, 0.9938, 0.6023, 1.5960
68, 1, 0.9053, 0.0880, 0.0309, 0.5875, 0.9933, 0.6183, 1.6116
68, 1, 0.9084, 0.0880, 0.0310, 0.5605, 0.9963, 0.5915, 1.5878
